sweep,param_name,param,beta,theta,g,variant,k_value,ordered_p00,ordered_coh,ordered_ratio,model_p00,model_coh,model_ratio,dp00,dcoh,ratio_rel_err
coupling,g,2.0,2.0,0.7853981633974483,2.0,delta_only,1.0950000000000002,0.17090591693543924,0.29725935390629976,0.2061357334787914,0.1622889044934701,0.3200347303170331,0.193728966184148,-0.008617012441969135,0.02277537641073335,-0.06018736822221027
temperature,beta,0.2,0.2,1.5707963267948966,0.5,baseline,1.0,0.4171092362821627,1.1104833838429517e-17,0.7155873145453969,0.41557499254551095,8.872989626556548e-19,0.7110835218287148,-0.0015342437366517303,-1.0217534875773862e-17,-0.006293840912402593
temperature,beta,0.2,0.2,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.4171092362821627,1.1104833838429517e-17,0.7155873145453969,0.41557543809032244,8.873266806025564e-19,0.7110848262988464,-0.001533798191840241,-1.021750715782696e-17,-0.0062920179760466155
temperature,beta,0.2,0.2,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.4171092362821627,1.1104833838429517e-17,0.7155873145453969,0.41693773277140134,8.87741442964236e-19,0.7150826870570487,-0.0001715035107613394,-1.0217092395465281e-17,-0.0007051934517157132
temperature,beta,0.49,0.49,1.5707963267948966,0.5,baseline,1.0,0.34517153680007984,3.058436002985964e-18,0.5271174913707108,0.3346339326132875,4.142115060379386e-18,0.5029320685492628,-0.010537604186792338,1.083679057393422e-18,-0.04588241372631474
temperature,beta,0.49,0.49,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.34517153680007984,3.058436002985964e-18,0.5271174913707108,0.33468396799303757,4.145471799714252e-18,0.5030450972050755,-0.010487568807042269,1.0870357967282878e-18,-0.04566798590393528
temperature,beta,0.49,0.49,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.34517153680007984,3.058436002985964e-18,0.5271174913707108,0.34085335695644875,4.163798672990715e-18,0.5171130894069164,-0.004318179843631087,1.1053626700047506e-18,-0.018979453589709427
temperature,beta,0.78,0.78,1.5707963267948966,0.5,baseline,1.0,0.307164783426711,1.5362465087326882e-17,0.4433446454207755,0.2851211619058559,8.467615481522997e-18,0.3988384418623784,-0.022043621520855095,-6.894849605803885e-18,-0.10038737135565623
temperature,beta,0.78,0.78,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.307164783426711,1.5362465087326882e-17,0.4433446454207755,0.2856116914108256,8.504876152579883e-18,0.3997989440432923,-0.0215530920158854,-6.8575889347469994e-18,-0.09822088036307342
temperature,beta,0.78,0.78,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.307164783426711,1.5362465087326882e-17,0.4433446454207755,0.2976898918653704,8.604874417154295e-18,0.423872429596734,-0.00947489156134057,-6.757590670172587e-18,-0.043921170640418006
temperature,beta,1.0699999999999998,1.0699999999999998,1.5707963267948966,0.5,baseline,1.0,0.2861407485952839,2.301802126358557e-17,0.4008363665977888,0.256595201097322,1.3409323702814345e-17,0.345162153211919,-0.0295455474979619,-9.608697560771224e-18,-0.13889511537693133
temperature,beta,1.0699999999999998,1.0699999999999998,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.2861407485952839,2.301802126358557e-17,0.4008363665977888,0.25887980331672567,1.3611767491969294e-17,0.34930879562490286,-0.027260945278558213,-9.406253771616275e-18,-0.12855013982448915
temperature,beta,1.0699999999999998,1.0699999999999998,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.2861407485952839,2.301802126358557e-17,0.4008363665977888,0.27657869981313316,1.386311131549809e-17,0.38232037091206766,-0.009562048782150723,-9.15490994808748e-18,-0.04619340266673122
temperature,beta,1.3599999999999999,1.3599999999999999,1.5707963267948966,0.5,baseline,1.0,0.27348138246430265,4.396194990640967e-18,0.3764272186058125,0.24365618691506719,1.903124162656419e-17,0.322150036398468,-0.02982519554923546,1.4635046635923223e-17,-0.14419037605296692
temperature,beta,1.3599999999999999,1.3599999999999999,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.27348138246430265,4.396194990640967e-18,0.3764272186058125,0.2514563218653202,1.9847540950689077e-17,0.33592738701892766,-0.02202506059898246,1.545134596004811e-17,-0.10759007209118832
temperature,beta,1.3599999999999999,1.3599999999999999,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.27348138246430265,4.396194990640967e-18,0.3764272186058125,0.27250543090985246,2.013732532834016e-17,0.3745807082115618,-0.0009759515544501829,1.5741130337699192e-17,-0.0049053583348454
temperature,beta,1.65,1.65,1.5707963267948966,0.5,baseline,1.0,0.26506290709493424,1.7307069307098405e-17,0.3606606737553431,0.2430541216742822,2.5617949546740695e-17,0.3210984148720006,-0.022008785420652044,8.31088023964229e-18,-0.10969385287118905
temperature,beta,1.65,1.65,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.26506290709493424,1.7307069307098405e-17,0.3606606737553431,0.26657293100158796,2.85218205484287e-17,0.3634620840564655,0.0015100239066537235,1.1214751241330298e-17,0.00776744043633304
temperature,beta,1.65,1.65,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.26506290709493424,1.7307069307098405e-17,0.3606606737553431,0.28283782212870223,2.788132342945863e-17,0.3943847442822904,0.01777491503376799,1.0574254122360223e-17,0.09350637033918563
temperature,beta,1.9399999999999997,1.9399999999999997,1.5707963267948966,0.5,baseline,1.0,0.2589166292386949,7.839944255322614e-18,0.3493758454905192,0.25222139569444346,3.346346932551176e-17,0.3372942128087166,-0.006695233544251444,2.5623525070189143e-17,-0.034580618087206805
temperature,beta,1.9399999999999997,1.9399999999999997,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.2589166292386949,7.839944255322614e-18,0.3493758454905192,0.32341674330805004,4.373313515957234e-17,0.4780147012347698,0.06450011406935513,3.5893190904249723e-17,0.3681961915931633
temperature,beta,1.9399999999999997,1.9399999999999997,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.2589166292386949,7.839944255322614e-18,0.3493758454905192,0.30545687144530187,3.757305023121319e-17,0.43979539770401155,0.04654024220660696,2.9733105975890575e-17,0.2588031009600691
temperature,beta,2.23,2.23,1.5707963267948966,0.5,baseline,1.0,0.2540899271704994,3.165807747397399e-17,0.3406441827587158,0.2684187400528545,4.266534113396039e-17,0.3669021539346797,0.014328812882355102,1.1007263659986403e-17,0.07708328075152515
temperature,beta,2.23,2.23,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.2540899271704994,3.165807747397399e-17,0.3406441827587158,0.5400737591389652,8.776561758474074e-17,1.1742616775417836,0.2859838319684658,5.610754011076676e-17,2.4471795996397026
temperature,beta,2.23,2.23,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.2540899271704994,3.165807747397399e-17,0.3406441827587158,0.3375541706753852,4.9445875220954724e-17,0.5095573943299374,0.0834642435048858,1.7787797746980736e-17,0.4958640720157721
temperature,beta,2.52,2.52,1.5707963267948966,0.5,baseline,1.0,0.2501148138764868,8.790619394182111e-18,0.3335374781430748,0.288428252140842,5.2964018134816843e-17,0.405339662526808,0.03831343826435518,4.417339874063473e-17,0.21527471150613198
temperature,beta,2.52,2.52,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.2501148138764868,8.790619394182111e-18,0.3335374781430748,0.0,6.933270518825138e-16,0.0,-0.2501148138764868,6.845364324883317e-16,-1.0
temperature,beta,2.52,2.52,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.2501148138764868,8.790619394182111e-18,0.3335374781430748,0.37518936920241724,6.32505370366e-17,0.6004849320881126,0.12507455532593043,5.445991764241789e-17,0.8003521985931896
temperature,beta,2.81,2.81,1.5707963267948966,0.5,baseline,1.0,0.24675832769429995,8.675736697416733e-18,0.3275951620400446,0.3088767451095065,6.373535093556585e-17,0.44691991323377933,0.06211841741520657,5.5059614238149116e-17,0.3642445463805377
temperature,beta,2.81,2.81,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.24675832769429995,8.675736697416733e-18,0.3275951620400446,0.0,5.446741497211035e-17,0.0,-0.24675832769429995,4.579167827469362e-17,-1.0
temperature,beta,2.81,2.81,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.24675832769429995,8.675736697416733e-18,0.3275951620400446,0.41387075696689224,7.8225312672364e-17,0.7061083573056166,0.1671124292725923,6.954957597494727e-17,1.1554297472174002
temperature,beta,3.1,3.1,1.5707963267948966,0.5,baseline,1.0,0.24390278102992022,8.201110446225087e-18,0.32258124340432454,0.3269367553161189,7.417489978865055e-17,0.48574447928689357,0.08303397428619866,6.597378934242547e-17,0.5058050931934057
temperature,beta,3.1,3.1,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.24390278102992022,8.201110446225087e-18,0.32258124340432454,0.0,2.2947533371411118e-17,0.0,-0.24390278102992022,1.474642292518603e-17,-1.0
temperature,beta,3.1,3.1,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.24390278102992022,8.201110446225087e-18,0.32258124340432454,0.4497528208734634,9.334512110901675e-17,0.8173650641651665,0.2058500398435432,8.514401066279166e-17,1.5338269997945235
temperature,beta,3.39,3.39,1.5707963267948966,0.5,baseline,1.0,0.24148697862570803,1.7623900801880306e-17,0.31836892949863427,0.34087488840365004,8.356144475159945e-17,0.5171626484963947,0.09938790977794201,6.593754394971915e-17,0.6244130647762007
temperature,beta,3.39,3.39,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.24148697862570803,1.7623900801880306e-17,0.31836892949863427,0.0,1.1891492111944433e-17,0.0,-0.24148697862570803,-5.732408689935874e-18,-1.0
temperature,beta,3.39,3.39,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.24148697862570803,1.7623900801880306e-17,0.31836892949863427,0.4805246955987812,1.076797331041039e-16,0.925019325322241,0.23903771697307316,9.00558323022236e-17,1.9054949764694582
temperature,beta,3.6799999999999997,3.6799999999999997,1.5707963267948966,0.5,baseline,1.0,0.23947683450398194,1.9705646847718252e-17,0.31488433931896553,0.35012359876191257,9.14377984602877e-17,0.5387541355477562,0.11064676425793063,7.173215161256945e-17,0.7109588133629576
temperature,beta,3.6799999999999997,3.6799999999999997,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23947683450398194,1.9705646847718252e-17,0.31488433931896553,0.0,6.5851434858381495e-18,0.0,-0.23947683450398194,-1.3120503361880102e-17,-1.0
temperature,beta,3.6799999999999997,3.6799999999999997,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23947683450398194,1.9705646847718252e-17,0.31488433931896553,0.5054865103449632,1.2062646278070474e-16,1.0221895275244786,0.26600967584098123,1.0092081593298648e-16,2.2462380623160825
temperature,beta,3.9699999999999998,3.9699999999999998,1.5707963267948966,0.5,baseline,1.0,0.23785055571568983,6.3094785862471665e-18,0.31207863169019473,0.354971931816777,9.764414559254427e-17,0.5503201322953061,0.11712137610108717,9.13346670062971e-17,0.763402157061549
temperature,beta,3.9699999999999998,3.9699999999999998,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23785055571568983,6.3094785862471665e-18,0.31207863169019473,0.0,3.7370753174628786e-18,0.0,-0.23785055571568983,-2.572403268784288e-18,-1.0
temperature,beta,3.9699999999999998,3.9699999999999998,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23785055571568983,6.3094785862471665e-18,0.31207863169019473,0.5250554094443776,1.3194242268619083e-16,1.1055087685705232,0.28720485372868776,1.2563294409994367e-16,2.5424045618989344
temperature,beta,4.26,4.26,1.5707963267948966,0.5,baseline,1.0,0.23659121823056511,9.378577595362578e-18,0.3099141952260388,0.3561518959489013,1.0224813628163395e-16,0.5531613647815222,0.11956067771833617,9.286955868627138e-17,0.7848855370373364
temperature,beta,4.26,4.26,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23659121823056511,9.378577595362578e-18,0.3099141952260388,0.0,2.138937623433883e-18,0.0,-0.23659121823056511,-7.239639971928694e-18,-1.0
temperature,beta,4.26,4.26,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23659121823056511,9.378577595362578e-18,0.3099141952260388,0.5401743232805996,1.4165203896973134e-16,1.1747371898290715,0.30358310505003444,1.3227346137436875e-16,2.7905239834924824
temperature,beta,4.55,4.55,1.5707963267948966,0.5,baseline,1.0,0.2356831607449812,1.5645891290959546e-17,0.30835793304606773,0.3545125110491109,1.0544528197670907e-16,0.549216703836197,0.11882935030412972,8.979939068574952e-17,0.7811012624544533
temperature,beta,4.55,4.55,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.2356831607449812,1.5645891290959546e-17,0.30835793304606773,0.0,1.2265394478823737e-18,0.0,-0.2356831607449812,-1.4419351843077173e-17,-1.0
temperature,beta,4.55,4.55,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.2356831607449812,1.5645891290959546e-17,0.30835793304606773,0.5518894777156259,1.4992791848028156e-16,1.231592319908509,0.3162063169706447,1.34282027189322e-16,2.9940348144846105
temperature,beta,4.84,4.84,1.5707963267948966,0.5,baseline,1.0,0.23511036601378618,1.2775954593328906e-18,0.3073781570139879,0.35083271557745704,1.0747648339001642e-16,0.5404349910971485,0.11572234956367086,1.0619888793068352e-16,0.7582088341838646
temperature,beta,4.84,4.84,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23511036601378618,1.2775954593328906e-18,0.3073781570139879,0.0,7.027169726338352e-19,0.0,-0.23511036601378618,-5.748784866990554e-19,-1.0
temperature,beta,4.84,4.84,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23511036601378618,1.2775954593328906e-18,0.3073781570139879,0.5611320985197653,1.5699772687756e-16,1.278589973491231,0.3260217325059791,1.5572013141822712e-16,3.1596643883613567
temperature,beta,5.13,5.13,1.5707963267948966,0.5,baseline,1.0,0.23485587160376348,2.6086798318646638e-17,0.30694331027022054,0.3457455838954422,1.0857662729288373e-16,0.5284573942259609,0.11088971229167871,8.248982897423709e-17,0.7216775102892072
temperature,beta,5.13,5.13,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23485587160376348,2.6086798318646638e-17,0.30694331027022054,0.0,4.018242724106164e-19,0.0,-0.23485587160376348,-2.568497404623602e-17,-1.0
temperature,beta,5.13,5.13,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23485587160376348,2.6086798318646638e-17,0.30694331027022054,0.5686429498663448,1.6308817836964377e-16,1.3182651116752395,0.3337870782625813,1.3700138005099713e-16,3.294816233377727
temperature,beta,5.42,5.42,1.5707963267948966,0.5,baseline,1.0,0.23490170085713877,9.221292944924905e-18,0.3070215959443367,0.3397285925478352,1.0894996826900587e-16,0.5145287054891103,0.10482689169069645,9.972867532408097e-17,0.6758713793618443
temperature,beta,5.42,5.42,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23490170085713877,9.221292944924905e-18,0.3070215959443367,0.0,2.29258055355287e-19,0.0,-0.23490170085713877,-8.992034889569617e-18,-1.0
temperature,beta,5.42,5.42,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23490170085713877,9.221292944924905e-18,0.3070215959443367,0.5749724641490925,1.6839848766669076e-16,1.352788738729585,0.34007076329195374,1.5917719472176584e-16,3.406168024007167
temperature,beta,5.71,5.71,1.5707963267948966,0.5,baseline,1.0,0.235229026094641,7.58240467673092e-18,0.30758100676000655,0.3331242303300975,1.0876288280395511e-16,0.499529665765171,0.09789520423545653,1.0118047812722419e-16,0.6240588813565282
temperature,beta,5.71,5.71,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.235229026094641,7.58240467673092e-18,0.30758100676000655,0.0,1.3051757120542928e-19,0.0,-0.235229026094641,-7.451887105525492e-18,-1.0
temperature,beta,5.71,5.71,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.235229026094641,7.58240467673092e-18,0.30758100676000655,0.5805114564205502,1.7309210518929805e-16,1.3838553288419027,0.3452824303259092,1.6550970051256714e-16,3.499157290039274
temperature,beta,6.0,6.0,1.5707963267948966,0.5,baseline,1.0,0.2358184352128152,5.139259822745521e-18,0.3085895369361439,0.32616962147956363,1.0814576182318358e-16,0.4840530078144456,0.09035118626674843,1.0300650200043805e-16,0.5685982506743583
temperature,beta,6.0,6.0,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.2358184352128152,5.139259822745521e-18,0.3085895369361439,0.0,7.415694181653716e-20,0.0,-0.2358184352128152,-5.065102880928984e-18,-1.0
temperature,beta,6.0,6.0,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.2358184352128152,5.139259822745521e-18,0.3085895369361439,0.5855285526602994,1.772978940838058e-16,1.4127114338479396,0.34971011744748415,1.7215863426106028e-16,3.5779628430508668
