beta,n_cut,ed_p00,ed_coh,ordered_p00,ed_minus_ordered_p00,d_ed,d_ordered,dp00_dbeta,dprime_minus_w2
0.4,3,0.3218493168287472,8.640544100482176e-17,0.36277967393405575,-0.04093035710530857,0.027356983022577996,0.11834010728397582,-0.2586975842331954,-0.6623786477762429
0.8,3,0.21837028313546902,1.9438424612273205e-16,0.3053042363607263,-0.08693395322525727,0.16240552391208085,0.3889173880691877,-0.18215471639358236,-0.4984594176036289
1.2,3,0.17612554371388128,2.9607721975541075e-16,0.2797476004425521,-0.10362205672867081,0.4285894489396749,0.727143032063879,-0.0689227099953894,-0.2244903467340411
1.6,3,0.1632321151391575,3.9066459785107124e-16,0.2663144983431521,-0.10308238320399457,0.782813246524848,1.0932987350238275,-0.018384267234468517,-0.06555814651119174
2.0,3,0.16141812992630647,4.824835412055416e-16,0.25783015715632535,-0.09641202723001888,1.1761429317307215,1.4713614734312443,-1.921776371757028e-05,-7.035236561547809e-05
2.4,3,0.16321674092818345,5.739716159643638e-16,0.2516748739947956,-0.08845813306661215,1.5827569646323556,1.8551502639886241,0.005631832636589888,0.02057284029000339
2.8,3,0.16592359603557838,6.659086099772856e-16,0.24686525908133378,-0.0809416630457554,1.9926012039627243,2.24229926369797,0.006754226039373638,0.024404769412439187
3.1999999999999997,3,0.16862012175968236,7.583217893681507e-16,0.243022176653128,-0.07440205489344565,2.402280780162307,2.6319093717808992,0.006376604712251821,0.022760306921641993
3.5999999999999996,3,0.17102487980537984,8.509910634645826e-16,0.23999222256455258,-0.06896734275917274,2.810809449500038,3.023638925070083,0.00557382874970945,0.019674189870866554
3.9999999999999996,3,0.17307918475944992,9.43663544795677e-16,0.2377035326123121,-0.0646243478528622,3.2180201320590003,3.4173443455319776,0.004718456688208653,0.01649707688264357
4.3999999999999995,3,0.17479964515594676,1.0361289704444033e-15,0.23610995762602188,-0.06131031247007512,3.624007111006153,3.812936881723747,0.003932929827467693,0.013642206606156781
4.8,3,0.17622552862142407,1.12823714357111e-15,0.23517005480564498,-0.05894452618422091,4.028933897343926,4.210327687331816,0.0032503749727346917,0.011201510056865427
5.2,3,0.1773999451341345,1.2198937106752923e-15,0.23484013849884192,-0.057440193364707404,4.432968319051645,4.609410119838033,0.00267219079251365,0.009160145215874937
5.6,3,0.178363281255435,1.3110493712619542e-15,0.23507294584776933,-0.05670966459233434,4.836262013516626,5.0100576993048875,0.002189025411702336,0.007471463893669927
6.0,3,0.17915116546349638,1.4016884401239287e-15,0.2358184352128152,-0.05666726974931882,5.238945490166581,5.412128377717086,0.0019697105201534754,0.006708691624889074
0.4,4,0.3256586887031718,3.860220107702017e-17,0.36277967393405575,-0.037120985230883974,0.03605674321294855,0.11834010728397582,-0.22535313019992903,-0.561909690097335
0.8,4,0.23551743662320015,1.6056235836233779e-16,0.3053042363607263,-0.06978679973752613,0.21129286717401452,0.3889173880691877,-0.14884815360720563,-0.3861109024414585
1.2,4,0.20658016581740726,3.0409709243697463e-16,0.2797476004425521,-0.07316743462514483,0.5271680212597818,0.727143032063879,-0.040943310167464025,-0.11981327074305992
1.6,4,0.20276278848922893,4.534093453502336e-16,0.2663144983431521,-0.06355170985392314,0.9154422505795666,1.0932987350238275,0.0002164885871572958,0.0006602049054782455
2.0,4,0.2067533566871331,6.060110662617691e-16,0.25783015715632535,-0.051076800469192246,1.3276961851841644,1.4713614734312443,0.012045705164507627,0.03662035721903911
2.4,4,0.21239935262083504,7.606567721559624e-16,0.2516748739947956,-0.039275521373960565,1.744738536354798,1.8551502639886241,0.013767446674854515,0.04117656678128556
2.8,4,0.2177673140270167,9.158416508360521e-16,0.24686525908133378,-0.029097945054317065,2.160637438609193,2.24229926369797,0.012430453137695467,0.03653921553645412
3.1999999999999997,4,0.2223437151309914,1.0702000660221998e-15,0.243022176653128,-0.020678461522136593,2.5739699087839614,2.6319093717808992,0.010386048970943175,0.030077216735538093
3.5999999999999996,4,0.22607615320377125,1.2227620656722355e-15,0.23999222256455258,-0.013916069360781325,2.9846992119976234,3.023638925070083,0.008387461396866906,0.02399865361323994
3.9999999999999996,4,0.22905368424848493,1.3729746773238184e-15,0.2377035326123121,-0.008649848363827178,3.3931688316745534,3.4173443455319776,0.006653396964269552,0.018857727160510374
4.3999999999999995,4,0.2313988707751869,1.5206201219991096e-15,0.23610995762602188,-0.004711086850834989,3.7997853937260317,3.812936881723747,0.005221705008201828,0.014691501640934135
4.8,4,0.2332310482550464,1.6657132133503254e-15,0.23517005480564498,-0.0019390065505985876,4.204922032987301,4.210327687331816,0.004069665313906484,0.011385399946703068
5.2,4,0.23465460302631208,1.8084118269843333e-15,0.23484013849884192,-0.00018553547252983527,4.608893713683394,4.609410119838033,0.003156775678388457,0.008792998685885678
5.6,4,0.23575646879775716,1.9489496637777767e-15,0.23507294584776933,0.0006835229499878304,5.011956431936009,5.0100576993048875,0.002440600787336697,0.006775376203131733
6.0,4,0.23660708365618144,2.0875902831591225e-15,0.2358184352128152,0.0007886484433662355,5.4143140146459,5.412128377717086,0.002126537146060689,0.005893956774726039
0.4,5,0.32926098225883477,8.875536328357113e-18,0.36277967393405575,-0.03351869167522098,0.04423528968916196,0.11834010728397582,-0.19669238262121455,-0.47996308340146576
0.8,5,0.25058402921034895,1.6839593097352803e-17,0.3053042363607263,-0.05472020715037734,0.25225005632857567,0.3889173880691877,-0.12185986169759289,-0.304248047260573
1.2,5,0.23177309290076045,5.774166545886476e-17,0.2797476004425521,-0.04797450754179164,0.6008368518807037,0.727143032063879,-0.0205404039137946,-0.055946869501158014
1.6,5,0.23415170607931327,1.0758869234795371e-16,0.2663144983431521,-0.03216279226383881,1.0074925607276493,1.0932987350238275,0.012363309887745873,0.034216658988726056
2.0,5,0.24166374081095715,1.6224487348277086e-16,0.25783015715632535,-0.016166416345368195,1.4282101790716846,1.4713614734312443,0.01892669770247324,0.051642940101450874
2.4,5,0.24929306424129186,2.1918989711220144e-16,0.2516748739947956,-0.002381809753503744,1.84880691280881,1.8551502639886241,0.017597210851992076,0.04709902481398376
2.8,5,0.2557415094925508,2.7683622571832596e-16,0.24686525908133378,0.008876250411217035,2.2658893989228717,2.24229926369797,0.01444405090105915,0.038013771954306996
3.1999999999999997,5,0.2608483049621392,3.342067029353176e-16,0.243022176653128,0.017826128309011174,2.6792179303722556,2.6319093717808992,0.011290832823832864,0.02932550122894262
3.5999999999999996,5,0.2647741757516171,3.907525182706867e-16,0.23999222256455258,0.024781953187064526,3.0893497999060258,3.023638925070083,0.008621151530133417,0.022169696244449755
3.9999999999999996,5,0.2677452261862459,4.462191881451736e-16,0.2377035326123121,0.030041693573933798,3.4969536873678155,3.4173443455319776,0.006499260445918947,0.016589873827248747
4.3999999999999995,5,0.26997358410835226,5.005418148783527e-16,0.23610995762602188,0.03386362648233038,3.902621698967825,3.812936881723747,0.004863592174935635,0.012346963657498877
4.8,5,0.2716360999261944,5.537671808254932e-16,0.23517005480564498,0.036466045120549434,4.306831258293815,4.210327687331816,0.0036238745031575564,0.009162712916110705
5.2,5,0.2728726837108783,6.059999194152728e-16,0.23484013849884192,0.03803254521203639,4.709951869300713,4.609410119838033,0.0026935822272396853,0.006790312728079728
5.6,5,0.27379096570798617,6.573679822986828e-16,0.23507294584776933,0.038718019860216835,5.112263508476278,5.0100576993048875,0.0019996432420336246,0.0050299050005939705
6.0,5,0.2744723983045052,7.080021142655116e-16,0.2358184352128152,0.03865396309169,5.513975793301189,5.412128377717086,0.0017035814912975955,0.004280712062275427
0.4,6,0.33268697338027375,8.967937698088681e-18,0.36277967393405575,-0.030092700553781992,0.05197139345116497,0.11834010728397582,-0.17193548670533715,-0.4120909262187217
0.8,6,0.2639127786981389,6.875175464933827e-17,0.3053042363607263,-0.041391457662587394,0.2871350229636763,0.3889173880691877,-0.09977879112125311,-0.2420865858031519
1.2,6,0.25286394048327127,1.5926725111530875e-16,0.2797476004425521,-0.026883659959280826,0.6583021248086435,0.727143032063879,-0.005624946416143001,-0.01455793963578822
1.6,6,0.2594128215652245,2.628510872724012e-16,0.2663144983431521,-0.006901676777927579,1.0754886712550458,1.0932987350238275,0.020034175434328408,0.05196294530271106
2.0,6,0.268891280830734,3.711230134841898e-16,0.25783015715632535,0.011061123674408646,1.4998724810508124,1.4713614734312443,0.02237077473166961,0.056984701718078234
2.4,6,0.2773094413505602,4.807025708461004e-16,0.2516748739947956,0.02563456735576458,1.9210764326295084,1.8551502639886241,0.018798504450850337,0.04700328396253206
2.8,6,0.28393008439141426,5.900356658771969e-16,0.24686525908133378,0.037064825310080485,2.337475108220838,2.24229926369797,0.01448928763179938,0.03569932330405723
3.1999999999999997,6,0.2889008714559997,6.983378721847609e-16,0.243022176653128,0.04587869480287168,2.7496358912727543,2.6319093717808992,0.010782976845945536,0.026281038365288723
3.5999999999999996,6,0.2925564658681707,8.052441935755889e-16,0.23999222256455258,0.05256424330361811,3.158499938913069,3.023638925070083,0.00789815228438212,0.019100278246190427
3.9999999999999996,6,0.2952193932835054,9.106444150840134e-16,0.2377035326123121,0.05751586067119327,3.5649161138697067,3.4173443455319776,0.005744132969693894,0.013813857402567908
4.3999999999999995,6,0.2971517722439258,1.0145789795156871e-15,0.23610995762602188,0.06104181461790392,3.9695510248351233,3.812936881723747,0.004167034222089944,0.009981248831309797
4.8,6,0.29855302066117734,1.1171689706941571e-15,0.23517005480564498,0.06338296585553235,4.372901112934755,4.210327687331816,0.0030230265497591807,0.007220345870827316
5.2,6,0.29957019348373315,1.2185709945004061e-15,0.23484013849884192,0.06473005498489123,4.775327301531785,4.609410119838033,0.0021962898812188936,0.005234949347296736
5.6,6,0.30031005256615245,1.3189499578394077e-15,0.23507294584776933,0.06523710671838312,5.177089072412592,5.0100576993048875,0.0015991801379228177,0.0038060554585592765
6.0,6,0.3008495375940714,1.4184638712089454e-15,0.2358184352128152,0.0650311023812562,5.578372145898633,5.412128377717086,0.0013487125697973779,0.0032076837151016058
0.4,8,0.33906033770837396,1.9295158329890732e-18,0.36277967393405575,-0.023719336225681786,0.06625776283061552,0.11834010728397582,-0.13167023369162423,-0.30685827606750227
0.8,8,0.28639224423172427,1.0236809169633869e-17,0.3053042363607263,-0.01891199212900202,0.3435144524036146,0.3889173880691877,-0.06636447203805365,-0.15472479129930905
1.2,8,0.28596876007793104,3.3683502518576655e-17,0.2797476004425521,0.006221159635378948,0.7424779297911683,0.727143032063879,0.01333599562587627,0.03227417381961728
1.6,8,0.2970610407324253,5.979229600198864e-17,0.2663144983431521,0.030746542389273213,1.1693337914593085,1.0932987350238275,0.027372342697876417,0.06558260109371461
2.0,8,0.3078666342362322,8.325977029475057e-17,0.25783015715632535,0.05003647707990683,1.59494401066614,1.4713614734312443,0.02387843644467362,0.0561714929810353
2.4,8,0.3161637898881642,1.0246122285764143e-16,0.2516748739947956,0.06448891589336858,2.0142709858441368,1.8551502639886241,0.017796630439237612,0.0412451802089997
2.8,8,0.32210393858762226,1.1771692286331307e-16,0.24686525908133378,0.07523867950628849,2.42794015483334,2.24229926369797,0.012621562599942487,0.028945680701486287
3.1999999999999997,8,0.32626103996811817,1.3005489351597324e-16,0.243022176653128,0.08323886331499017,2.837427530405326,2.6319093717808992,0.008817910158705686,0.02007821066200255
3.5999999999999996,8,0.3291582667145868,1.4056704997687062e-16,0.23999222256455258,0.08916604415003423,3.244002723362942,3.023638925070083,0.006156248916291129,0.013949545148316034
3.9999999999999996,8,0.3311860391011511,1.5014777301692028e-16,0.2377035326123121,0.09348250648883896,3.6485871665239786,3.4173443455319776,0.004323079899686139,0.009763077318563962
4.3999999999999995,8,0.3326167306343357,1.594346246946727e-16,0.23610995762602188,0.09650677300831384,4.051813185217793,3.812936881723747,0.0030620838448469634,0.006899284934043015
4.8,8,0.33363570617702865,1.6883628236066688e-16,0.23517005480564498,0.09846565137138366,4.454106594471213,4.210327687331816,0.0021895356581818487,0.004925288042812781
5.2,8,0.3343683591608812,1.7858671063006728e-16,0.23484013849884192,0.09952822066203929,4.855753415652043,4.609410119838033,0.0015801369538281235,0.0035503489578245784
5.6,8,0.33489981574009114,1.8879842303026229e-16,0.23507294584776933,0.09982686989232181,5.256946873637473,5.0100576993048875,0.0011500060290112885,0.0025817510673507016
6.0,8,0.33528836398409023,1.995054664518633e-16,0.2358184352128152,0.09946992877127503,5.657818816505924,5.412128377717086,0.0009713706099977182,0.00217985717112823
0.4,10,0.344864052129785,6.182348904505333e-18,0.36277967393405575,-0.017915621804270754,0.07915375973779759,0.11834010728397582,-0.10073941613797557,-0.22993128348352554
0.8,10,0.30456828567459476,1.4423914608655198e-17,0.3053042363607263,-0.0007359506861315257,0.3871812463443874,0.3889173880691877,-0.042874286187506716,-0.09736780107289422
1.2,10,0.3105646231797796,4.403714812985424e-17,0.2797476004425521,0.03081702273722753,0.8012595188794822,0.727143032063879,0.023541551644971556,0.05465886039712453
1.6,10,0.323401526990572,8.189776803665328e-17,0.2663144983431521,0.057087028647419935,1.230908334662087,1.0932987350238275,0.029256621577086958,0.06699816161303307
2.0,10,0.3339699204414492,1.2223928931773027e-16,0.25783015715632535,0.07613976328512384,1.6548580481699087,1.4713614734312443,0.022513827744483905,0.05073610052966959
2.4,10,0.34141258918615913,1.610061476681377e-16,0.2516748739947956,0.08973771519136353,2.071497215085823,1.8551502639886241,0.01559588720481904,0.0347428048050924
2.8,10,0.3464466302053044,1.9644511144143328e-16,0.24686525908133378,0.09958137112397064,2.4826522920139826,2.24229926369797,0.010534756715019494,0.0232904532346625
3.1999999999999997,10,0.3498403945581747,2.28323373184006e-16,0.243022176653128,0.10681821790504673,2.890129577673553,2.6319093717808992,0.0071346152484772635,0.01569524705199421
3.5999999999999996,10,0.35215432240408623,2.57150289321594e-16,0.23999222256455258,0.11216209983953365,3.295208489655578,3.023638925070083,0.004897710706170538,0.010738952982243477
3.9999999999999996,10,0.35375856312311116,2.8367256367095024e-16,0.2377035326123121,0.11605503051079905,3.698720740059348,3.4173443455319776,0.0034203923470015746,0.007483023321629201
4.3999999999999995,10,0.3548906362816875,3.08613467804541e-16,0.23610995762602188,0.1187806786556656,4.101194908312881,3.812936881723747,0.0024303263106957573,0.005308791090192555
4.8,10,0.35570282417166776,3.325679186587324e-16,0.23517005480564498,0.12053276936602278,4.502967772931502,4.210327687331816,0.0017541773593484494,0.003827637992962263
5.2,10,0.35629397816916625,3.5598048620871144e-16,0.23484013849884192,0.12145383967032433,4.904257018707251,4.609410119838033,0.00128331527129745,0.002798014170535046
5.6,10,0.3567294763887057,3.79160549677886e-16,0.23507294584776933,0.12165653054093639,5.30520618426793,5.0100576993048875,0.0009493731745785494,0.0020687341127909598
6.0,10,0.3570534767088291,4.023098207814989e-16,0.2358184352128152,0.12123504149601388,5.705912005997484,5.412128377717086,0.000810000800308408,0.0017645543238851147
