key,status,error,timestamp,elapsed_s,beta,omega_q,theta,g,omega_min,omega_max,n_modes,n_cut,ordered_p00,ordered_coh,analytic_cont_p00,analytic_cont_coh,analytic_disc_p00,analytic_disc_coh,ed_p00,ed_coh,d_ed_ordered_p00,d_ed_cont_p00,d_ed_disc_p00,d_ed_ordered_coh,d_ed_cont_coh,d_ed_disc_coh
10.00000000|9,ok,,2026-02-20 11:55:27,1.4203593999991426,10.0,1.0,1.5707963267948966,0.5,0.2,1.8,3,9,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.3501516689830547,1.1247337847465748e-16,0.3247516660164123,3.443790819758024e-16,0.09236927473905754,-0.0236322875836798,-0.02540000296664241,3.416260982283491e-16,2.45660742144641e-16,2.319057035011449e-16
0.60000000|10,ok,,2026-02-20 11:55:28,3.333413300002576,0.6,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.392896938869074,2.4455782082205422e-18,0.3876545740578448,3.982405218825269e-18,0.00012870344499071873,0.004972445670250458,-0.005242364811229194,3.7936637655618195e-19,2.1847908621120618e-18,1.536827010604727e-18
1.18750000|10,ok,,2026-02-20 11:55:31,3.3570119999931194,1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3372932208935022,7.232366771025638e-18,0.3427002003719874,6.147446760930966e-18,0.012034742019551792,0.029314328689660496,0.005406979478485174,-1.595835013231934e-17,5.842883842233549e-19,-1.0849200100946722e-18
1.77500000|10,ok,,2026-02-20 11:55:35,3.33234960000118,1.775,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.3065770987233778,1.2974994169727008e-17,0.3272995938851568,8.570186036643994e-18,0.026086511544076096,0.05531548313867901,0.020722495161778987,3.875346345977066e-18,-1.6278064481085854e-18,-4.404808133083014e-18
2.36250000|10,ok,,2026-02-20 11:55:38,3.3312072999979137,2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.29169450825995685,1.943008756026302e-17,0.32231975459922774,1.019523780716959e-17,0.03771598057868786,0.0727225560553928,0.030625246339270884,9.774499999790456e-18,-5.2526566981714415e-18,-9.234849753093431e-18
2.95000000|10,ok,,2026-02-20 11:55:41,3.3070634999967297,2.95,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.28831913595556735,2.673237704652343e-17,0.3208547896539808,9.874496949237724e-18,0.04693555977610575,0.07935200752201987,0.032535653698413436,6.045049511668931e-18,-1.159115215028971e-17,-1.6857880097285708e-17
3.53750000|10,ok,,2026-02-20 11:55:45,3.332892399994307,3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.2935739135808109,3.507580221628434e-17,0.32062544347609223,6.1166854903514216e-18,0.0545391713250028,0.07581152404569652,0.027051529895281312,-1.4492980700629416e-18,-2.2436473619514173e-17,-2.8959116725932916e-17
4.12500000|10,ok,,2026-02-20 11:55:48,3.3366802999953507,4.125,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.30477429023409697,4.4505353815051664e-17,0.32085526924333785,2.2726689890107273e-18,0.06108905972589934,0.06377692409642122,0.01608097900924088,-2.031930903602578e-17,-3.466655992212825e-17,-4.2232684826040937e-17
4.71250000|10,ok,,2026-02-20 11:55:51,3.323217299999669,4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3190808949313224,5.478555507720957e-17,0.3212627618033428,1.5953827681097504e-17,0.06688060387348987,0.04581676287917841,0.002181866872020377,4.620083659504016e-18,-3.060505925868922e-17,-3.8831727396112064e-17
5.30000000|10,ok,,2026-02-20 11:55:55,3.349231399995915,5.3,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3337221877102433,6.53978484965795e-17,0.32173865454497785,3.512315574676329e-17,0.07204647517284532,0.025235646535881506,-0.011983533165265459,3.4031841884138106e-17,-2.1801789599454984e-17,-3.027469274981621e-17
5.88750000|10,ok,,2026-02-20 11:55:58,3.337865599998622,5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.34646431850002324,7.568033643828946e-17,0.32223724947448384,5.965551394041426e-17,0.07663576531240962,0.005422749932246118,-0.024227069025539394,5.704686682521693e-17,-7.561039528121455e-18,-1.6024822497875197e-17
6.47500000|10,ok,,2026-02-20 11:56:01,3.3393318000016734,6.475,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3559538343514629,8.502777052925456e-17,0.32273758270190933,8.922822721717479e-17,0.08065971065940158,-0.011010863821022954,-0.03321625164955355,7.762140595068773e-17,1.2663750966105053e-17,4.200456687920222e-18
7.06250000|10,ok,,2026-02-20 11:56:05,3.305973599999561,7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.36173656291833123,9.303667383421671e-17,0.32322885245130184,1.234093070654091e-16,0.08411619503256423,-0.02272615862610783,-0.03850771046702939,1.0667479300627647e-16,3.906934916216548e-17,3.0372633231192395e-17
7.65000000|10,ok,,2026-02-20 11:56:08,3.313085100002354,7.65,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3640209913618967,9.954257147912145e-17,0.32370477251645974,1.6171551590519566e-16,0.08700237020478821,-0.029566667805662417,-0.04031621884543696,1.3309083525978793e-16,7.143825101565971e-17,6.217294442607421e-17
8.23750000|10,ok,,2026-02-20 11:56:11,3.312257599995064,8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.36336872458028585,1.045740083533748e-16,0.32416133654269674,2.036494169019599e-16,0.08932072348130343,-0.03212699758157023,-0.03920738803758911,2.029353549005832e-16,1.0922573841858056e-16,9.907540854858511e-17
8.82500000|10,ok,,2026-02-20 11:56:15,3.322515399995609,8.825,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.3604448753854378,1.082762896925177e-16,0.32459590342260963,2.48722700284774e-16,0.09108147938618788,-0.031305794842179935,-0.03584897196282816,2.2107443542704827e-16,1.5170987223692468e-16,1.404464105922563e-16
9.41250000|10,ok,,2026-02-20 11:56:18,3.335809199998039,9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3558691657697027,1.1084351291690658e-16,0.32500678918824377,2.9647064282559597e-16,0.09230293477259119,-0.02800590909174061,-0.030862376581458906,2.704890623769363e-16,1.9812419975661475e-16,1.856271299086894e-16
10.00000000|10,ok,,2026-02-20 11:56:21,3.4204238999955123,10.0,1.0,1.5707963267948966,0.5,0.2,1.8,3,10,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.3501516689830547,1.1247337847465748e-16,0.325393048194805,3.464607460711686e-16,0.09301065691745025,-0.022990905405287088,-0.024758620788249697,3.4370776232371535e-16,2.477424062400072e-16,2.3398736759651113e-16
0.60000000|11,ok,,2026-02-20 11:56:25,7.360115900002711,0.6,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.392896938869074,2.4455782082205422e-18,0.38846305162484684,3.2335030112114994e-18,0.0009371810119927493,0.005780923237252489,-0.004433887244227164,-3.695358310575878e-19,1.435888654498292e-18,7.879248029909572e-19
1.18750000|11,ok,,2026-02-20 11:56:32,7.270368599994981,1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3372932208935022,7.232366771025638e-18,0.3445222099870401,9.694509457855178e-18,0.01385675163460448,0.031136338304713185,0.007228989093537863,-1.2411287435395127e-17,4.131351081147567e-18,2.46214268682954e-18
1.77500000|11,ok,,2026-02-20 11:56:39,8.286936100004823,1.775,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.3065770987233778,1.2974994169727008e-17,0.32944932484023354,1.2500228547861186e-17,0.028236242499152853,0.05746521409375577,0.022872226116855743,7.805388857194258e-18,2.3022360631086068e-18,-4.747656218658217e-19
2.36250000|11,ok,,2026-02-20 11:56:48,10.658116799997515,2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.29169450825995685,1.943008756026302e-17,0.3243335449989244,1.419729061124994e-17,0.03972977097838454,0.07473634645508948,0.032639036738967564,1.3776552803870807e-17,-1.2506038940910906e-18,-5.2327969490130804e-18
2.95000000|11,ok,,2026-02-20 11:56:58,10.543962199997623,2.95,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.28831913595556735,2.673237704652343e-17,0.3225998091905361,1.607452181868739e-17,0.048680579312661065,0.08109702705857519,0.03428067323496875,1.2245074381118597e-17,-5.391127280840044e-18,-1.065785522783604e-17
3.53750000|11,ok,,2026-02-20 11:57:09,10.259657900001912,3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.2935739135808109,3.507580221628434e-17,0.32209912216453385,1.782471763719004e-17,0.056012850013444415,0.07728520273413814,0.028525208583722927,1.0258734076775676e-17,-1.0728441472675556e-17,-1.72510845790943e-17
4.12500000|11,ok,,2026-02-20 11:57:19,10.629177700000582,4.125,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.30477429023409697,4.4505353815051664e-17,0.32209157348131773,1.8817254783653798e-17,0.06232536396387922,0.0650132283344011,0.01731728324722076,-3.774723241382709e-18,-1.812197412748518e-17,-2.5688099031397866e-17
4.71250000|11,ok,,2026-02-20 11:57:30,10.656435799995961,4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3190808949313224,5.478555507720957e-17,0.3223009524257643,1.8525035219979832e-17,0.06791879449591137,0.046854953501599905,0.0032200574944418747,7.191291198386344e-18,-2.8033851719806894e-17,-3.6260519857229736e-17
5.30000000|11,ok,,2026-02-20 11:57:40,10.579711500002304,5.3,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3337221877102433,6.53978484965795e-17,0.3226142460252048,1.6610811472391505e-17,0.07292206665307224,0.02611123801610843,-0.011107941685038536,1.5519497609766324e-17,-4.031413387382677e-17,-4.8787037024188e-17
5.88750000|11,ok,,2026-02-20 11:57:51,10.718971499998588,5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.34646431850002324,7.568033643828946e-17,0.32298007495795983,1.290756705656818e-17,0.0773785907958856,0.006165575415722102,-0.02348424354206341,1.0298919941370851e-17,-5.4308986411967533e-17,-6.277276938172127e-17
6.47500000|11,ok,,2026-02-20 11:58:02,10.541939399998228,6.475,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3559538343514629,8.502777052925456e-17,0.32337201597718873,7.374767673712246e-18,0.08129414393468098,-0.010376430545743554,-0.03258181837427415,-4.232053592774809e-18,-6.918970857735748e-17,-7.765300285554231e-17
7.06250000|11,ok,,2026-02-20 11:58:12,10.389371800003573,7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.36173656291833123,9.303667383421671e-17,0.3237745943686118,5.818479366613276e-20,0.08466193694987417,-0.02218041670879789,-0.03796196854971945,-1.6676329265466502e-17,-8.428177310957749e-17,-9.297848904055057e-17
7.65000000|11,ok,,2026-02-20 11:58:23,10.404833400003554,7.65,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3640209913618967,9.954257147912145e-17,0.3241776937338655,8.940443294085431e-18,0.08747529142219398,-0.02909374658825664,-0.03984329762803118,-1.968423735132232e-17,-8.133682159545052e-17,-9.060212818503602e-17
8.23750000|11,ok,,2026-02-20 11:58:33,10.244276199999149,8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.36336872458028585,1.045740083533748e-16,0.3245742253143141,1.9484931364054678e-17,0.08973361225292081,-0.031714108809952846,-0.03879449926597173,1.8770869362677973e-17,-7.493874711932468e-17,-8.508907698932012e-17
8.82500000|11,ok,,2026-02-20 11:58:43,10.525383300002431,8.825,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.3604448753854378,1.082762896925177e-16,0.3249590864308641,3.141977860628549e-17,0.09144466239444232,-0.030942611833925493,-0.035485788954573716,3.771513748559786e-18,-6.559304944156383e-17,-7.68565110862322e-17
9.41250000|11,ok,,2026-02-20 11:58:54,10.550804400001653,9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3558691657697027,1.1084351291690658e-16,0.32532863234026393,4.458092149771717e-17,0.09262477792461135,-0.027684065939720448,-0.030540533429438743,1.8599341049057533e-17,-5.3765521571264037e-17,-6.626259141918941e-17
10.00000000|11,ok,,2026-02-20 11:59:04,10.634169799996016,10.0,1.0,1.5707963267948966,0.5,0.2,1.8,3,11,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.3501516689830547,1.1247337847465748e-16,0.3256803552064377,5.880344199105868e-17,0.0932979639290829,-0.022703598393654434,-0.024471313776617043,5.605045824360543e-17,-3.991489784010272e-17,-5.36699364835988e-17
0.60000000|12,ok,,2026-02-20 11:59:15,22.03754530000151,0.6,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.392896938869074,2.4455782082205422e-18,0.38918139159496545,1.5495186002074847e-17,0.0016555209821113581,0.006499263207371098,-0.003715547274108555,1.189214715980576e-17,1.369757164536164e-17,1.3049607793854305e-17
1.18750000|12,ok,,2026-02-20 11:59:37,22.076613900004304,1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3372932208935022,7.232366771025638e-18,0.34610252505838296,4.073337596429939e-17,0.015437066705947355,0.03271665337605606,0.008809304164880738,1.8627579071049088e-17,3.5170217587591785e-17,3.3501009193273755e-17
1.77500000|12,ok,,2026-02-20 11:59:59,22.123428899998544,1.775,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.3065770987233778,1.2974994169727008e-17,0.3312014229392217,5.583630740248519e-17,0.02998834059814104,0.059217312192743954,0.02462432421584393,5.114146771181826e-17,4.5638314917732613e-17,4.2861313232758183e-17
2.36250000|12,ok,,2026-02-20 12:00:21,22.004359600003227,2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.29169450825995685,1.943008756026302e-17,0.32588386485875875,6.563912415984385e-17,0.041280090838218875,0.07628666631492381,0.0341893565988019,6.521838635246471e-17,5.019122965450282e-17,4.620903659958083e-17
2.95000000|12,ok,,2026-02-20 12:00:43,21.677870699997584,2.95,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.28831913595556735,2.673237704652343e-17,0.3238738904276804,7.300216122664867e-17,0.04995466054980535,0.08237110829571948,0.03555475447211304,6.917271378907988e-17,5.1536512127121234e-17,4.626978418012524e-17
3.53750000|12,ok,,2026-02-20 12:01:05,22.16796659999818,3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.2935739135808109,3.507580221628434e-17,0.3231216105836683,7.94091391908679e-17,0.05703533843257885,0.07830769115327257,0.029547697002857365,7.184315563045353e-17,5.08559800810023e-17,4.433333697458356e-17
4.12500000|12,ok,,2026-02-20 12:01:27,22.362006600000313,4.125,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.30477429023409697,4.4505353815051664e-17,0.32290760474728575,8.555836429678622e-17,0.06314139522984724,0.06582925960036912,0.01813331451318878,6.296638627174971e-17,4.861913538564724e-17,4.1053010481734555e-17
4.71250000|12,ok,,2026-02-20 12:01:50,22.213105700000597,4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3190808949313224,5.478555507720957e-17,0.32295336496546084,9.170022995281546e-17,0.06857120703560793,0.04750736604129646,0.003872470034138431,8.036648593122197e-17,4.514134301302873e-17,3.691467487560589e-17
5.30000000|12,ok,,2026-02-20 12:02:12,18.143956300002174,5.3,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3337221877102433,6.53978484965795e-17,0.32313849425784874,9.788619241462191e-17,0.07344631488571621,0.026635486248752394,-0.010583693452394571,9.679487855199673e-17,4.0961247068403637e-17,3.248834391804241e-17
5.88750000|12,ok,,2026-02-20 12:02:30,14.799710400002368,5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.34646431850002324,7.568033643828946e-17,0.3234041783730746,1.0410649329992147e-16,0.07780269421100039,0.006589678830836887,-0.023060140126948625,1.0149784618472414e-16,3.6889939831385756e-17,2.8426156861632015e-17
6.47500000|12,ok,,2026-02-20 12:02:45,14.752187899997807,6.475,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3559538343514629,8.502777052925456e-17,0.32371773710700713,1.1034629657395113e-16,0.08163986506449938,-0.010030709415925154,-0.03223609724445575,9.873947530746407e-17,3.3781820322881394e-17,2.5318526044696562e-17
7.06250000|12,ok,,2026-02-20 12:02:59,14.803508099997998,7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.36173656291833123,9.303667383421671e-17,0.3240587364002525,1.1660047008381393e-16,0.0849460789815149,-0.021896274677157157,-0.037677826518078716,9.98659560246813e-17,3.226051218057031e-17,2.3563796249597226e-17
7.65000000|12,ok,,2026-02-20 12:03:14,14.806964399998833,7.65,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3640209913618967,9.954257147912145e-17,0.32441322226218067,1.2287272577910902e-16,0.08771081995050914,-0.028858218059941487,-0.03960776909971603,9.424804513370127e-17,3.259546088957307e-17,2.3330154299987572e-17
8.23750000|12,ok,,2026-02-20 12:03:29,14.791632400003436,8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.36336872458028585,1.045740083533748e-16,0.32477116536680106,1.2917112316288567e-16,0.08993055230540775,-0.03151716875746591,-0.03859755921348479,1.2845706116150897e-16,3.4747444679506314e-17,2.459711480951087e-17
8.82500000|12,ok,,2026-02-20 12:03:44,14.802220999998099,8.825,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.3604448753854378,1.082762896925177e-16,0.3251252170993775,1.3550422840826813e-16,0.09161079306295572,-0.030776481165412095,-0.03531965828606032,1.0785596355054243e-16,3.8491400360418806e-17,2.7227938715750435e-17
9.41250000|12,ok,,2026-02-20 12:03:59,14.803571500000544,9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3558691657697027,1.1084351291690658e-16,0.325470017013159,1.418788448951166e-16,0.09276616259750639,-0.02754268126682541,-0.030399148756543704,1.1589726444645696e-16,4.353240182613538e-17,3.103533197821001e-17
10.00000000|12,ok,,2026-02-20 12:04:14,14.89223530000163,10.0,1.0,1.5707963267948966,0.5,0.2,1.8,3,12,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.3501516689830547,1.1247337847465748e-16,0.3258017438334464,1.4829907213556547e-16,0.09341935255609163,-0.02258220976664571,-0.02434992514960832,1.455460883881122e-16,4.958073230440407e-17,3.582569366090799e-17
